2, https://leetcode.cn/problems/add-two-numbers/, 42.9, MEDIUM, recursion, linked-list, math, 
3, https://leetcode.cn/problems/longest-substring-without-repeating-characters/, 39.3, MEDIUM, hash-table, string, sliding-window, 
4, https://leetcode.cn/problems/median-of-two-sorted-arrays/, 41.8, HARD, array, binary-search, divide-and-conquer, 
5, https://leetcode.cn/problems/longest-palindromic-substring/, 37.9, MEDIUM, string, dynamic-programming, 
20, https://leetcode.cn/problems/valid-parentheses/, 43.8, EASY, stack, string, 
27, https://leetcode.cn/problems/remove-element/, 59.0, EASY, array, two-pointers, 
28, https://leetcode.cn/problems/find-the-index-of-the-first-occurrence-in-a-string/, 43.0, EASY, two-pointers, string, string-matching, 
32, https://leetcode.cn/problems/longest-valid-parentheses/, 37.5, HARD, stack, string, dynamic-programming, 
30, https://leetcode.cn/problems/substring-with-concatenation-of-all-words/, 39.2, HARD, hash-table, string, sliding-window, 
31, https://leetcode.cn/problems/next-permutation/, 38.7, MEDIUM, array, two-pointers, 
34, https://leetcode.cn/problems/find-first-and-last-position-of-element-in-sorted-array/, 42.7, MEDIUM, array, binary-search, 
35, https://leetcode.cn/problems/search-insert-position/, 45.4, EASY, array, binary-search, 
36, https://leetcode.cn/problems/valid-sudoku/, 63.1, MEDIUM, array, hash-table, matrix, 
39, https://leetcode.cn/problems/combination-sum/, 72.3, MEDIUM, array, backtracking, 
33, https://leetcode.cn/problems/search-in-rotated-sorted-array/, 44.0, MEDIUM, array, binary-search, 
42, https://leetcode.cn/problems/trapping-rain-water/, 63.1, HARD, stack, array, two-pointers, dynamic-programming, monotonic-stack, 
41, https://leetcode.cn/problems/first-missing-positive/, 43.6, HARD, array, hash-table, 
45, https://leetcode.cn/problems/jump-game-ii/, 44.7, MEDIUM, greedy, array, dynamic-programming, 
44, https://leetcode.cn/problems/wildcard-matching/, 33.8, HARD, greedy, recursion, string, dynamic-programming, 
47, https://leetcode.cn/problems/permutations-ii/, 65.5, MEDIUM, array, backtracking, 
49, https://leetcode.cn/problems/group-anagrams/, 67.7, MEDIUM, array, hash-table, string, sorting, 
50, https://leetcode.cn/problems/powx-n/, 38.0, MEDIUM, recursion, math, 
46, https://leetcode.cn/problems/permutations/, 78.9, MEDIUM, array, backtracking, 
52, https://leetcode.cn/problems/n-queens-ii/, 82.2, HARD, backtracking, 
48, https://leetcode.cn/problems/rotate-image/, 75.2, MEDIUM, array, math, matrix, 
53, https://leetcode.cn/problems/maximum-subarray/, 55.0, MEDIUM, array, divide-and-conquer, dynamic-programming, 
55, https://leetcode.cn/problems/jump-game/, 43.3, MEDIUM, greedy, array, dynamic-programming, 
54, https://leetcode.cn/problems/spiral-matrix/, 49.9, MEDIUM, array, matrix, simulation, 
51, https://leetcode.cn/problems/n-queens/, 73.9, HARD, array, backtracking, 
56, https://leetcode.cn/problems/merge-intervals/, 49.6, MEDIUM, array, sorting, 
57, https://leetcode.cn/problems/insert-interval/, 42.6, MEDIUM, array, 
59, https://leetcode.cn/problems/spiral-matrix-ii/, 71.6, MEDIUM, array, matrix, simulation, 
62, https://leetcode.cn/problems/unique-paths/, 67.8, MEDIUM, math, dynamic-programming, combinatorics, 
63, https://leetcode.cn/problems/unique-paths-ii/, 41.1, MEDIUM, array, dynamic-programming, matrix, 
58, https://leetcode.cn/problems/length-of-last-word/, 44.1, EASY, string, 
61, https://leetcode.cn/problems/rotate-list/, 41.3, MEDIUM, linked-list, two-pointers, 
64, https://leetcode.cn/problems/minimum-path-sum/, 69.8, MEDIUM, array, dynamic-programming, matrix, 
66, https://leetcode.cn/problems/plus-one/, 45.3, EASY, array, math, 
67, https://leetcode.cn/problems/add-binary/, 52.9, EASY, bit-manipulation, math, string, simulation, 
69, https://leetcode.cn/problems/sqrtx/, 38.4, EASY, math, binary-search, 
60, https://leetcode.cn/problems/permutation-sequence/, 53.5, HARD, recursion, math, 
70, https://leetcode.cn/problems/climbing-stairs/, 54.1, EASY, memoization, math, dynamic-programming, 
72, https://leetcode.cn/problems/edit-distance/, 62.7, MEDIUM, string, dynamic-programming, 
71, https://leetcode.cn/problems/simplify-path/, 44.5, MEDIUM, stack, string, 
73, https://leetcode.cn/problems/set-matrix-zeroes/, 64.6, MEDIUM, array, hash-table, matrix, 
74, https://leetcode.cn/problems/search-a-2d-matrix/, 49.1, MEDIUM, array, binary-search, matrix, 
68, https://leetcode.cn/problems/text-justification/, 53.0, HARD, array, string, simulation, 
76, https://leetcode.cn/problems/minimum-window-substring/, 45.4, HARD, hash-table, string, sliding-window, 
77, https://leetcode.cn/problems/combinations/, 77.0, MEDIUM, backtracking, 
75, https://leetcode.cn/problems/sort-colors/, 60.7, MEDIUM, array, two-pointers, sorting, 
78, https://leetcode.cn/problems/subsets/, 81.1, MEDIUM, bit-manipulation, array, backtracking, 
80, https://leetcode.cn/problems/remove-duplicates-from-sorted-array-ii/, 61.4, MEDIUM, array, two-pointers, 
82, https://leetcode.cn/problems/remove-duplicates-from-sorted-list-ii/, 53.5, MEDIUM, linked-list, two-pointers, 
84, https://leetcode.cn/problems/largest-rectangle-in-histogram/, 45.3, HARD, stack, array, monotonic-stack, 
79, https://leetcode.cn/problems/word-search/, 46.4, MEDIUM, array, backtracking, matrix, 
83, https://leetcode.cn/problems/remove-duplicates-from-sorted-list/, 53.2, EASY, linked-list, 
85, https://leetcode.cn/problems/maximal-rectangle/, 54.9, HARD, stack, array, dynamic-programming, matrix, monotonic-stack, 
92, https://leetcode.cn/problems/reverse-linked-list-ii/, 55.8, MEDIUM, linked-list, 
88, https://leetcode.cn/problems/merge-sorted-array/, 52.9, EASY, array, two-pointers, sorting, 
94, https://leetcode.cn/problems/binary-tree-inorder-traversal/, 76.3, EASY, stack, tree, depth-first-search, binary-tree, 
98, https://leetcode.cn/problems/validate-binary-search-tree/, 37.4, MEDIUM, tree, depth-first-search, binary-search-tree, binary-tree, 
100, https://leetcode.cn/problems/same-tree/, 60.5, EASY, tree, depth-first-search, breadth-first-search, binary-tree, 
86, https://leetcode.cn/problems/partition-list/, 64.4, MEDIUM, linked-list, two-pointers, 
97, https://leetcode.cn/problems/interleaving-string/, 44.6, MEDIUM, string, dynamic-programming, 
104, https://leetcode.cn/problems/maximum-depth-of-binary-tree/, 77.2, EASY, tree, depth-first-search, breadth-first-search, binary-tree, 
102, https://leetcode.cn/problems/binary-tree-level-order-traversal/, 66.2, MEDIUM, tree, breadth-first-search, binary-tree, 
103, https://leetcode.cn/problems/binary-tree-zigzag-level-order-traversal/, 57.8, MEDIUM, tree, breadth-first-search, binary-tree, 
105, https://leetcode.cn/problems/construct-binary-tree-from-preorder-and-inorder-traversal/, 71.1, MEDIUM, tree, array, hash-table, divide-and-conquer, binary-tree, 
106, https://leetcode.cn/problems/construct-binary-tree-from-inorder-and-postorder-traversal/, 71.7, MEDIUM, tree, array, hash-table, divide-and-conquer, binary-tree, 
101, https://leetcode.cn/problems/symmetric-tree/, 59.4, EASY, tree, depth-first-search, breadth-first-search, binary-tree, 
108, https://leetcode.cn/problems/convert-sorted-array-to-binary-search-tree/, 77.8, EASY, tree, binary-search-tree, array, divide-and-conquer, binary-tree, 
110, https://leetcode.cn/problems/balanced-binary-tree/, 57.9, EASY, tree, depth-first-search, binary-tree, 
112, https://leetcode.cn/problems/path-sum/, 53.8, EASY, tree, depth-first-search, breadth-first-search, binary-tree, 
111, https://leetcode.cn/problems/minimum-depth-of-binary-tree/, 53.1, EASY, tree, depth-first-search, breadth-first-search, binary-tree, 
113, https://leetcode.cn/problems/path-sum-ii/, 63.2, MEDIUM, tree, depth-first-search, backtracking, binary-tree, 
114, https://leetcode.cn/problems/flatten-binary-tree-to-linked-list/, 73.2, MEDIUM, stack, tree, depth-first-search, linked-list, binary-tree, 
118, https://leetcode.cn/problems/pascals-triangle/, 75.5, EASY, array, dynamic-programming, 
117, https://leetcode.cn/problems/populating-next-right-pointers-in-each-node-ii/, 67.9, MEDIUM, tree, depth-first-search, breadth-first-search, linked-list, binary-tree, 
121, https://leetcode.cn/problems/best-time-to-buy-and-sell-stock/, 57.7, EASY, array, dynamic-programming, 
119, https://leetcode.cn/problems/pascals-triangle-ii/, 68.9, EASY, array, dynamic-programming, 
120, https://leetcode.cn/problems/triangle/, 68.6, MEDIUM, array, dynamic-programming, 
122, https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-ii/, 72.8, MEDIUM, greedy, array, dynamic-programming, 
124, https://leetcode.cn/problems/binary-tree-maximum-path-sum/, 45.3, HARD, tree, depth-first-search, dynamic-programming, binary-tree, 
125, https://leetcode.cn/problems/valid-palindrome/, 46.6, EASY, two-pointers, string, 
123, https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-iii/, 59.9, HARD, array, dynamic-programming, 
128, https://leetcode.cn/problems/longest-consecutive-sequence/, 53.0, MEDIUM, union-find, array, hash-table, 
129, https://leetcode.cn/problems/sum-root-to-leaf-numbers/, 70.1, MEDIUM, tree, depth-first-search, binary-tree, 
131, https://leetcode.cn/problems/palindrome-partitioning/, 73.4, MEDIUM, string, dynamic-programming, backtracking, 
127, https://leetcode.cn/problems/word-ladder/, 48.3, HARD, breadth-first-search, hash-table, string, 
130, https://leetcode.cn/problems/surrounded-regions/, 46.2, MEDIUM, depth-first-search, breadth-first-search, union-find, array, matrix, 
135, https://leetcode.cn/problems/candy/, 49.5, HARD, greedy, array, 
134, https://leetcode.cn/problems/gas-station/, 49.3, MEDIUM, greedy, array, 
133, https://leetcode.cn/problems/clone-graph/, 69.6, MEDIUM, depth-first-search, breadth-first-search, graph, hash-table, 
138, https://leetcode.cn/problems/copy-list-with-random-pointer/, 66.0, MEDIUM, hash-table, linked-list, 
136, https://leetcode.cn/problems/single-number/, 72.9, EASY, bit-manipulation, array, 
137, https://leetcode.cn/problems/single-number-ii/, 72.3, MEDIUM, bit-manipulation, array, 
139, https://leetcode.cn/problems/word-break/, 54.6, MEDIUM, trie, memoization, array, hash-table, string, dynamic-programming, 
144, https://leetcode.cn/problems/binary-tree-preorder-traversal/, 71.4, EASY, stack, tree, depth-first-search, binary-tree, 
145, https://leetcode.cn/problems/binary-tree-postorder-traversal/, 76.3, EASY, stack, tree, depth-first-search, binary-tree, 
146, https://leetcode.cn/problems/lru-cache/, 53.7, MEDIUM, design, hash-table, linked-list, doubly-linked-list, 
141, https://leetcode.cn/problems/linked-list-cycle/, 51.9, EASY, hash-table, linked-list, two-pointers, 
142, https://leetcode.cn/problems/linked-list-cycle-ii/, 57.9, MEDIUM, hash-table, linked-list, two-pointers, 
148, https://leetcode.cn/problems/sort-list/, 65.5, MEDIUM, linked-list, two-pointers, divide-and-conquer, sorting, merge-sort, 
149, https://leetcode.cn/problems/max-points-on-a-line/, 39.7, HARD, geometry, array, hash-table, math, 
151, https://leetcode.cn/problems/reverse-words-in-a-string/, 53.4, MEDIUM, two-pointers, string, 
152, https://leetcode.cn/problems/maximum-product-subarray/, 43.1, MEDIUM, array, dynamic-programming, 
153, https://leetcode.cn/problems/find-minimum-in-rotated-sorted-array/, 57.2, MEDIUM, array, binary-search, 
160, https://leetcode.cn/problems/intersection-of-two-linked-lists/, 64.1, EASY, hash-table, linked-list, two-pointers, 
150, https://leetcode.cn/problems/evaluate-reverse-polish-notation/, 53.4, MEDIUM, stack, array, math, 
155, https://leetcode.cn/problems/min-stack/, 59.2, MEDIUM, stack, design, 
162, https://leetcode.cn/problems/find-peak-element/, 49.2, MEDIUM, array, binary-search, 
167, https://leetcode.cn/problems/two-sum-ii-input-array-is-sorted/, 59.9, MEDIUM, array, two-pointers, binary-search, 
169, https://leetcode.cn/problems/majority-element/, 66.4, EASY, array, hash-table, divide-and-conquer, counting, sorting, 
172, https://leetcode.cn/problems/factorial-trailing-zeroes/, 50.1, MEDIUM, math, 
171, https://leetcode.cn/problems/excel-sheet-column-number/, 71.3, EASY, math, string, 
168, https://leetcode.cn/problems/excel-sheet-column-title/, 44.2, EASY, math, string, 
173, https://leetcode.cn/problems/binary-search-tree-iterator/, 81.7, MEDIUM, stack, tree, design, binary-search-tree, binary-tree, iterator, 
181, https://leetcode.cn/problems/employees-earning-more-than-their-managers/, 68.5, EASY, database, 
182, https://leetcode.cn/problems/duplicate-emails/, 78.6, EASY, database, 
175, https://leetcode.cn/problems/combine-two-tables/, 74.2, EASY, database, 
183, https://leetcode.cn/problems/customers-who-never-order/, 66.2, EASY, database, 
189, https://leetcode.cn/problems/rotate-array/, 44.4, MEDIUM, array, math, two-pointers, 
190, https://leetcode.cn/problems/reverse-bits/, 72.1, EASY, bit-manipulation, divide-and-conquer, 
188, https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-iv/, 48.2, HARD, array, dynamic-programming, 
193, https://leetcode.cn/problems/valid-phone-numbers/, 33.4, EASY, shell, 
191, https://leetcode.cn/problems/number-of-1-bits/, 76.8, EASY, bit-manipulation, divide-and-conquer, 
195, https://leetcode.cn/problems/tenth-line/, 43.8, EASY, shell, 
196, https://leetcode.cn/problems/delete-duplicate-emails/, 67.7, EASY, database, 
198, https://leetcode.cn/problems/house-robber/, 54.7, MEDIUM, array, dynamic-programming, 
197, https://leetcode.cn/problems/rising-temperature/, 53.5, EASY, database, 
200, https://leetcode.cn/problems/number-of-islands/, 59.8, MEDIUM, depth-first-search, breadth-first-search, union-find, array, matrix, 
202, https://leetcode.cn/problems/happy-number/, 63.6, EASY, hash-table, math, two-pointers, 
199, https://leetcode.cn/problems/binary-tree-right-side-view/, 66.3, MEDIUM, tree, depth-first-search, breadth-first-search, binary-tree, 
201, https://leetcode.cn/problems/bitwise-and-of-numbers-range/, 54.2, MEDIUM, bit-manipulation, 
203, https://leetcode.cn/problems/remove-linked-list-elements/, 55.6, EASY, recursion, linked-list, 
205, https://leetcode.cn/problems/isomorphic-strings/, 49.0, EASY, hash-table, string, 
206, https://leetcode.cn/problems/reverse-linked-list/, 73.7, EASY, recursion, linked-list, 
207, https://leetcode.cn/problems/course-schedule/, 53.8, MEDIUM, depth-first-search, breadth-first-search, graph, topological-sort, 
210, https://leetcode.cn/problems/course-schedule-ii/, 57.7, MEDIUM, depth-first-search, breadth-first-search, graph, topological-sort, 
209, https://leetcode.cn/problems/minimum-size-subarray-sum/, 46.4, MEDIUM, array, binary-search, prefix-sum, sliding-window, 
208, https://leetcode.cn/problems/implement-trie-prefix-tree/, 71.9, MEDIUM, design, trie, hash-table, string, 
211, https://leetcode.cn/problems/design-add-and-search-words-data-structure/, 49.7, MEDIUM, depth-first-search, design, trie, string, 
215, https://leetcode.cn/problems/kth-largest-element-in-an-array/, 62.3, MEDIUM, array, divide-and-conquer, quickselect, sorting, heap-priority-queue, 
216, https://leetcode.cn/problems/combination-sum-iii/, 71.1, MEDIUM, array, backtracking, 
212, https://leetcode.cn/problems/word-search-ii/, 43.4, HARD, trie, array, string, backtracking, matrix, 
222, https://leetcode.cn/problems/count-complete-tree-nodes/, 81.1, EASY, bit-manipulation, tree, binary-search, binary-tree, 
219, https://leetcode.cn/problems/contains-duplicate-ii/, 45.2, EASY, array, hash-table, sliding-window, 
224, https://leetcode.cn/problems/basic-calculator/, 42.6, HARD, stack, recursion, math, string, 
217, https://leetcode.cn/problems/contains-duplicate/, 55.0, EASY, array, hash-table, sorting, 
221, https://leetcode.cn/problems/maximal-square/, 49.9, MEDIUM, array, dynamic-programming, matrix, 
226, https://leetcode.cn/problems/invert-binary-tree/, 79.8, EASY, tree, depth-first-search, breadth-first-search, binary-tree, 
225, https://leetcode.cn/problems/implement-stack-using-queues/, 65.3, EASY, stack, design, queue, 
230, https://leetcode.cn/problems/kth-smallest-element-in-a-bst/, 76.5, MEDIUM, tree, depth-first-search, binary-search-tree, binary-tree, 
231, https://leetcode.cn/problems/power-of-two/, 49.8, EASY, bit-manipulation, recursion, math, 
232, https://leetcode.cn/problems/implement-queue-using-stacks/, 67.8, EASY, stack, design, queue, 
234, https://leetcode.cn/problems/palindrome-linked-list/, 53.7, EASY, stack, recursion, linked-list, two-pointers, 
236, https://leetcode.cn/problems/lowest-common-ancestor-of-a-binary-tree/, 70.0, MEDIUM, tree, depth-first-search, binary-tree, 
239, https://leetcode.cn/problems/sliding-window-maximum/, 49.1, HARD, queue, array, sliding-window, monotonic-queue, heap-priority-queue, 
238, https://leetcode.cn/problems/product-of-array-except-self/, 74.9, MEDIUM, array, prefix-sum, 
240, https://leetcode.cn/problems/search-a-2d-matrix-ii/, 53.2, MEDIUM, array, binary-search, divide-and-conquer, matrix, 
242, https://leetcode.cn/problems/valid-anagram/, 66.0, EASY, hash-table, string, sorting, 
228, https://leetcode.cn/problems/summary-ranges/, 54.8, EASY, array, 
257, https://leetcode.cn/problems/binary-tree-paths/, 70.6, EASY, tree, depth-first-search, string, backtracking, binary-tree, 
268, https://leetcode.cn/problems/missing-number/, 66.6, EASY, bit-manipulation, array, hash-table, math, binary-search, sorting, 
258, https://leetcode.cn/problems/add-digits/, 70.6, EASY, math, number-theory, simulation, 
278, https://leetcode.cn/problems/first-bad-version/, 45.4, EASY, binary-search, interactive, 
279, https://leetcode.cn/problems/perfect-squares/, 66.3, MEDIUM, breadth-first-search, math, dynamic-programming, 
283, https://leetcode.cn/problems/move-zeroes/, 63.5, EASY, array, two-pointers, 
274, https://leetcode.cn/problems/h-index/, 46.3, MEDIUM, array, counting-sort, sorting, 
287, https://leetcode.cn/problems/find-the-duplicate-number/, 64.0, MEDIUM, bit-manipulation, array, two-pointers, binary-search, 
290, https://leetcode.cn/problems/word-pattern/, 44.5, EASY, hash-table, string, 
295, https://leetcode.cn/problems/find-median-from-data-stream/, 53.7, HARD, design, two-pointers, data-stream, sorting, heap-priority-queue, 
297, https://leetcode.cn/problems/serialize-and-deserialize-binary-tree/, 59.0, HARD, tree, depth-first-search, breadth-first-search, design, string, binary-tree, 
289, https://leetcode.cn/problems/game-of-life/, 75.9, MEDIUM, array, matrix, simulation, 
300, https://leetcode.cn/problems/longest-increasing-subsequence/, 55.2, MEDIUM, array, binary-search, dynamic-programming, 
334, https://leetcode.cn/problems/increasing-triplet-subsequence/, 42.8, MEDIUM, greedy, array, 
328, https://leetcode.cn/problems/odd-even-linked-list/, 64.6, MEDIUM, linked-list, 
322, https://leetcode.cn/problems/coin-change/, 47.0, MEDIUM, breadth-first-search, array, dynamic-programming, 
345, https://leetcode.cn/problems/reverse-vowels-of-a-string/, 54.6, EASY, two-pointers, string, 
344, https://leetcode.cn/problems/reverse-string/, 79.9, EASY, two-pointers, string, 
338, https://leetcode.cn/problems/counting-bits/, 78.6, EASY, bit-manipulation, dynamic-programming, 
347, https://leetcode.cn/problems/top-k-frequent-elements/, 63.5, MEDIUM, array, hash-table, divide-and-conquer, bucket-sort, counting, quickselect, sorting, heap-priority-queue, 
374, https://leetcode.cn/problems/guess-number-higher-or-lower/, 52.2, EASY, binary-search, interactive, 
349, https://leetcode.cn/problems/intersection-of-two-arrays/, 74.2, EASY, array, hash-table, two-pointers, binary-search, sorting, 
380, https://leetcode.cn/problems/insert-delete-getrandom-o1/, 52.3, MEDIUM, design, array, hash-table, math, randomized, 
383, https://leetcode.cn/problems/ransom-note/, 61.9, EASY, hash-table, string, counting, 
373, https://leetcode.cn/problems/find-k-pairs-with-smallest-sums/, 40.8, MEDIUM, array, heap-priority-queue, 
399, https://leetcode.cn/problems/evaluate-division/, 58.9, MEDIUM, depth-first-search, breadth-first-search, union-find, graph, array, shortest-path, 
392, https://leetcode.cn/problems/is-subsequence/, 52.2, EASY, two-pointers, string, dynamic-programming, 
416, https://leetcode.cn/problems/partition-equal-subset-sum/, 52.2, MEDIUM, array, dynamic-programming, 
427, https://leetcode.cn/problems/construct-quad-tree/, 71.4, MEDIUM, tree, array, divide-and-conquer, matrix, 
417, https://leetcode.cn/problems/pacific-atlantic-water-flow/, 56.1, MEDIUM, depth-first-search, breadth-first-search, array, matrix, 
429, https://leetcode.cn/problems/n-ary-tree-level-order-traversal/, 72.9, MEDIUM, tree, breadth-first-search, 
433, https://leetcode.cn/problems/minimum-genetic-mutation/, 54.6, MEDIUM, breadth-first-search, hash-table, string, 
437, https://leetcode.cn/problems/path-sum-iii/, 48.9, MEDIUM, tree, depth-first-search, binary-tree, 
435, https://leetcode.cn/problems/non-overlapping-intervals/, 51.2, MEDIUM, greedy, array, dynamic-programming, sorting, 
438, https://leetcode.cn/problems/find-all-anagrams-in-a-string/, 54.1, MEDIUM, hash-table, string, sliding-window, 
394, https://leetcode.cn/problems/decode-string/, 57.0, MEDIUM, stack, recursion, string, 
443, https://leetcode.cn/problems/string-compression/, 48.3, MEDIUM, two-pointers, string, 
450, https://leetcode.cn/problems/delete-node-in-a-bst/, 52.3, MEDIUM, tree, binary-search-tree, binary-tree, 
441, https://leetcode.cn/problems/arranging-coins/, 45.1, EASY, math, binary-search, 
452, https://leetcode.cn/problems/minimum-number-of-arrows-to-burst-balloons/, 50.8, MEDIUM, greedy, array, sorting, 
459, https://leetcode.cn/problems/repeated-substring-pattern/, 51.4, EASY, string, string-matching, 
455, https://leetcode.cn/problems/assign-cookies/, 56.1, EASY, greedy, array, two-pointers, sorting, 
515, https://leetcode.cn/problems/find-largest-value-in-each-tree-row/, 66.3, MEDIUM, tree, depth-first-search, breadth-first-search, binary-tree, 
454, https://leetcode.cn/problems/4sum-ii/, 64.2, MEDIUM, array, hash-table, 
530, https://leetcode.cn/problems/minimum-absolute-difference-in-bst/, 63.1, EASY, tree, depth-first-search, breadth-first-search, binary-search-tree, binary-tree, 
541, https://leetcode.cn/problems/reverse-string-ii/, 57.5, EASY, two-pointers, string, 
543, https://leetcode.cn/problems/diameter-of-binary-tree/, 59.2, EASY, tree, depth-first-search, binary-tree, 
502, https://leetcode.cn/problems/ipo/, 45.0, HARD, greedy, array, sorting, heap-priority-queue, 
617, https://leetcode.cn/problems/merge-two-binary-trees/, 79.3, EASY, tree, depth-first-search, breadth-first-search, binary-tree, 
547, https://leetcode.cn/problems/number-of-provinces/, 62.1, MEDIUM, depth-first-search, breadth-first-search, union-find, graph, 
605, https://leetcode.cn/problems/can-place-flowers/, 32.3, EASY, greedy, array, 
590, https://leetcode.cn/problems/n-ary-tree-postorder-traversal/, 78.7, EASY, stack, tree, depth-first-search, 
637, https://leetcode.cn/problems/average-of-levels-in-binary-tree/, 70.0, EASY, tree, depth-first-search, breadth-first-search, binary-tree, 
641, https://leetcode.cn/problems/design-circular-deque/, 56.8, MEDIUM, design, queue, array, linked-list, 
589, https://leetcode.cn/problems/n-ary-tree-preorder-traversal/, 75.1, EASY, stack, tree, depth-first-search, 
560, https://leetcode.cn/problems/subarray-sum-equals-k/, 44.4, MEDIUM, array, hash-table, prefix-sum, 
643, https://leetcode.cn/problems/maximum-average-subarray-i/, 43.0, EASY, array, sliding-window, 
688, https://leetcode.cn/problems/knight-probability-in-chessboard/, 58.1, MEDIUM, dynamic-programming, 
700, https://leetcode.cn/problems/search-in-a-binary-search-tree/, 77.8, EASY, tree, binary-search-tree, binary-tree, 
649, https://leetcode.cn/problems/dota2-senate/, 48.5, MEDIUM, greedy, queue, string, 
704, https://leetcode.cn/problems/binary-search/, 54.8, EASY, array, binary-search, 
714, https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/, 76.1, MEDIUM, greedy, array, dynamic-programming, 
707, https://leetcode.cn/problems/design-linked-list/, 34.4, MEDIUM, design, linked-list, 
735, https://leetcode.cn/problems/asteroid-collision/, 42.4, MEDIUM, stack, array, simulation, 
739, https://leetcode.cn/problems/daily-temperatures/, 68.7, MEDIUM, stack, array, monotonic-stack, 
746, https://leetcode.cn/problems/min-cost-climbing-stairs/, 65.3, EASY, array, dynamic-programming, 
790, https://leetcode.cn/problems/domino-and-tromino-tiling/, 53.8, MEDIUM, dynamic-programming, 
763, https://leetcode.cn/problems/partition-labels/, 76.7, MEDIUM, greedy, hash-table, two-pointers, string, 
724, https://leetcode.cn/problems/find-pivot-index/, 52.2, EASY, array, prefix-sum, 
802, https://leetcode.cn/problems/find-eventual-safe-states/, 59.1, MEDIUM, depth-first-search, breadth-first-search, graph, topological-sort, 
841, https://leetcode.cn/problems/keys-and-rooms/, 68.7, MEDIUM, depth-first-search, breadth-first-search, graph, 
838, https://leetcode.cn/problems/push-dominoes/, 55.7, MEDIUM, two-pointers, string, dynamic-programming, 
863, https://leetcode.cn/problems/all-nodes-distance-k-in-binary-tree/, 61.3, MEDIUM, tree, depth-first-search, breadth-first-search, binary-tree, 
828, https://leetcode.cn/problems/count-unique-characters-of-all-substrings-of-a-given-string/, 68.3, HARD, hash-table, string, dynamic-programming, 
860, https://leetcode.cn/problems/lemonade-change/, 58.9, EASY, greedy, array, 
872, https://leetcode.cn/problems/leaf-similar-trees/, 65.1, EASY, tree, depth-first-search, binary-tree, 
875, https://leetcode.cn/problems/koko-eating-bananas/, 49.4, MEDIUM, array, binary-search, 
901, https://leetcode.cn/problems/online-stock-span/, 64.1, MEDIUM, stack, design, data-stream, monotonic-stack, 
894, https://leetcode.cn/problems/all-possible-full-binary-trees/, 77.7, MEDIUM, tree, recursion, memoization, dynamic-programming, binary-tree, 
880, https://leetcode.cn/problems/decoded-string-at-index/, 27.2, MEDIUM, stack, string, 
874, https://leetcode.cn/problems/walking-robot-simulation/, 47.3, MEDIUM, array, simulation, 
